WORD,MEANING
obtuse,[MEANING 1]adj.愚钝的: having or showing an ability to absorb ideas readily
obviate,[MEANING 1]vt.排除，使不必要: to anticipate and prevent (as a situation) or make unnecessary (as an action)
occult,"[MEANING 1]adj.难以理解的: not easily apprehended or understood : abstruse, mysterious
[MEANING 2]v.使隐藏或神秘: to keep secret or shut off from view"
odium,"[MEANING 1]n.憎恶，讨厌: strong dislike, contempt, or aversion"
offbeat,[MEANING 1]adj.不平常的: noticeably different from what is generally found or experienced
offhand,[MEANING 1]adj.即兴的，没有准备的: without premeditation or preparation
officious,[MEANING 1]adj.多管闲事的: thrusting oneself where one is not welcome or invited
offish,[MEANING 1]adj.冷淡的: Inclined to be distant and reserved; aloof
off-key,[MEANING 1]adj.不寻常的，不合适的: being out of accord with what is considered normal or appropriate
ominous,"[MEANING 1]adj.凶兆的: of or being an omen, especially an evil one"
omniscient,[MEANING 1]adj.无所不知的: possessed of universal or complete knowledge
onerous,"[MEANING 1]adj.费时间花心思的: requiring much time, effort, or careful attention"
opaque,"[MEANING 1]adj.不透光的: impenetrable by light; neither transparent nor translucent
[MEANING 2]adj.晦涩的: so obscure as to be unintelligible"
opine,[MEANING 1]vt.表达观点: to express opinions
opportune,[MEANING 1]adj.合适的，适当的: suitable or convenient for a particular occurrence
opprobrious,"[MEANING 1]adj.辱骂的: expressing contemptuous reproach; scornful or abusive
[MEANING 2]adj.臭名昭著的，令人鄙视的: bringing disgrace; shameful or infamous"
oration,[MEANING 1]n.(颇有野心、自高自大的)演说: a speech delivered in a high-flown or pompous manner
orient,"[MEANING 1]vt.确定方向，使熟悉或适应: to set or arrange in any determinate position especially in relation to the points of the compass; to make familiar with or adjusted to facts, principles, or a situation"
original,"[MEANING 1]adj.创新的: independent and creative in thought or action : inventive
[MEANING 2]adj.最初的，最早的: coming before all others in time or order"
orthodox,"[MEANING 1]adj.传统的: following or agreeing with established form, custom, or rules"
oscillate,"[MEANING 1]vi.振动，摇晃: to swing backward and forward like a pendulum
[MEANING 2]v.犹豫，变化: vary between opposing beliefs, feelings, or theories"
ossify,[MEANING 1]vi.硬化，僵化: to become hardened or conventional and opposed to change
ostentatious,[MEANING 1]adj.炫耀卖弄的: marked by or fond of conspicuous or vainglorious and sometimes pretentious display
ostracize,[MEANING 1]vt.驱逐: to exclude from a group
oust,"[MEANING 1]vt.免职: to remove from a position of prominence or power (as a throne)
[MEANING 2]v.驱逐: to drive or force out"
outgoing,[MEANING 1]adj.友好的，外向的: openly friendly and responsive: extroverted
outlandish,[MEANING 1]adj.古怪的，奇异的: strikingly out of the ordinary: bizarre
outmaneuver,"[MEANING 1]vt.以策略取胜: to overcome (an opponent) by artful, clever maneuvering"
outset,"[MEANING 1]n.开端，开始: beginning, start"
outwit,[MEANING 1]v.瞒骗，以智取胜: to surpass in cleverness or cunning; outsmart
overbearing,"[MEANING 1]adj.专横傲慢的: domineering in manner; arrogant
[MEANING 2]adj.压倒一切的，在力量或重要性上势不可挡的；支配的，显著的: overwhelming in power or significance; predominant, coming before all others in importance"
overlap,[MEANING 1]vt.重叠，重复: to occupy the same area in part
overt,"[MEANING 1]adj.明显的，公开的: open and observable; not hidden, concealed, or secret"
overture,"[MEANING 1]n.前言: an introductory section or part, as of a poem; a prelude
[MEANING 2]n.序曲: an instrumental composition intended especially as an introduction to an extended work, such as an opera or oratorio"
oxymoron,[MEANING 1]n.矛盾修饰法: a combination of contradictory or incongruous words
pacify,[MEANING 1]vt.使平静，安慰: to ease the anger or agitation of
padding,[MEANING 1]n.夸张，废话: the representation of something in terms that go beyond the facts
paean,"[MEANING 1]n.欢乐颂: a joyous song or hymn of praise, tribute, thanksgiving, or triumph"
painstaking,"[MEANING 1]adj.煞费苦心的: taking pains: expending, showing, or involving diligent care and effort"
palatable,[MEANING 1]adj.感到愉悦满足的: giving pleasure or contentment to the mind or senses
palatial,"[MEANING 1]adj.宫殿般奢华的: of the nature of a palace, as in spaciousness or ornateness"
pall,[MEANING 1]vi.失去兴趣: to lose in interest or attraction
palliate,[MEANING 1]v.平息，减轻: to make less severe or intense; mitigate
pallid,"[MEANING 1]adj.无生气的，缺乏活力的: lacking in radiance or vitality; dull
[MEANING 2]adj.苍白无血色的: having an abnormally pale or wan complexion"
palmy,[MEANING 1]adj.繁荣的: marked by prosperity
palpable,"[MEANING 1]adj.摸得到的: capable of being touched or felt
[MEANING 2]adj.明显的，易觉察的: easily perceived; obvious"
palter,[MEANING 1]vi.欺骗: to act insincerely or deceitfully
paltry,"[MEANING 1]adj.无价值的；微不足道的: lacking in importance or worth
[MEANING 2]adj.让人厌恶，让人鄙视的: arousing or deserving of one's loathing and disgust"
pan,[MEANING 1]v./n.严厉批评: a harsh criticism
panache,[MEANING 1]n.炫耀: dash or flamboyance in style and action
pandemic,[MEANING 1]adj.大范围流行的: widespread; general
pandemonium,[MEANING 1]n.喧嚣，骚动: wild uproar or noise
panegyric,[MEANING 1]n.赞颂之词: a eulogistic oration or writing
panoramic,[MEANING 1]adj.全景的: of an unobstructed or complete view of an area in every direction
parable,[MEANING 1]n.寓言: a story intended to teach a basic truth or moral about life
paradigm,[MEANING 1]n.典范，模范: one that serves as a pattern or model
paradise,"[MEANING 1]n.天堂，极乐世界: an often imaginary place or state of utter perfection and happiness
[MEANING 2]n.快乐，狂喜: a state of overwhelming usually pleasurable emotion"
paradox,[MEANING 1]n.表面矛盾实际可能正确的话，悖论: a statement that is seemingly contradictory or opposed to common sense and yet is perhaps true
paragon,"[MEANING 1]n.优秀模范: a model of excellence or perfection of a kind; a peerless example
[MEANING 2]vt.把...比作；显示相似: to compare with; parallel"
paramount,[MEANING 1]adj.最重要的: of chief concern or importance
paranoid,[MEANING 1]adj.多疑的，对他人极端恐惧和怀疑的: exhibiting or characterized by extreme and irrational fear or distrust of others
paraphrase,[MEANING 1]v.转述，意译，改写: to express something (as a text or statement) in different words
parch,"[MEANING 1]vi.烤干: to make extremely dry, especially by exposure to heat"
parenthesis,[MEANING 1]n.间断: an interruption of continuity; an interval
pariah,"[MEANING 1]n.被排斥或鄙视的人: one that is despised or rejected, outcast"
parity,[MEANING 1]n.相称，[SYNONYMS]等，平等: the quality or state of being equal or equivalent
parody,"[MEANING 1]n.(以嘲笑原作作者的)模仿作品: a literary or musical work in which the style of an author or work is closely imitated for comic effect or in ridicule
[MEANING 2]v.模仿(以嘲弄): to copy or exaggerate (someone or something) in order to make fun of"
paroxysm,"[MEANING 1]n.(感情、动作的)突发: a sudden outburst of emotion or action
[MEANING 2]n.(政治、社会领域的)大动荡: a violent disturbance (as of the political or social order)"
parrot,"[MEANING 1]vt.(机械地)模仿，复制: to repeat or imitate, especially without understanding"
parry,[MEANING 1]vt.躲避(问题): to evade especially by an adroit answer
parsimonious,[MEANING 1]n.过度节俭的，吝啬的: frugal to the point of stinginess
partial,"[MEANING 1]adj.偏袒的，偏爱的: inclined to favor one party more than the other: biased
[MEANING 2]adj.部分的，不完整的: lacking some necessary part"
particularize,[MEANING 1]vt.详述: to go into or give details or particulars
partisan,"[MEANING 1]n.跟随者，信徒: one who follows the opinions or teachings of another
[MEANING 2]n.(狂热、坚定的)拥护者，支持者: one who is intensely or excessively devoted to a cause
[MEANING 3]adj.偏袒的: inclined to favor one side over another"
pastiche,"[MEANING 1]n.(带嘲讽的)模仿: a literary, artistic, musical, or architectural work that imitates the style of previous work, often with satirical intent
[MEANING 2]n.大杂烩: a pasticcio of incongruous parts; a hodgepodge"
partition,[MEANING 1]n.分割，划分: the act or process of dividing something into parts
patent,[MEANING 1]adj.显而易见的，明显的: readily visible or intelligible: obvious
pathological,"[MEANING 1]adj.不正常的，病态的: being such to a degree that is extreme, excessive, or markedly abnormal"
patina,"[MEANING 1]n.外表: a superficial covering or exterior
[MEANING 2]n.(由内而外散发的)氛围，气场: an appearance or aura that is derived from association, habit, or established character"
patrician,"[MEANING 1]n.贵族，名门望族: a man or woman of high birth or social position
[MEANING 2]adj.贵族的，地位高的: of high birth, rank, or station"
patriot,[MEANING 1]n.爱国者: one who loves his or her country and supports its authority and interests
patronize,"[MEANING 1]vt.赞助: provide aid or support for
[MEANING 2]v.以高人一等的态度对待: to adopt an air of condescension toward : treat haughtily or coolly"
paucity,[MEANING 1] n.少量，缺乏: smallness of number; dearth
paunchy,[MEANING 1]adj.大腹便便，大肚子的: having a potbelly
peck,"[MEANING 1] n.大量: a considerable amount
[MEANING 2]v.(不情愿地)小口咬: to eat reluctantly and in small bites"
pedagogue,[MEANING 1]n.教育者，老师: a person whose occupation is to give formal instruction in a school
pedant,[MEANING 1]n.书呆子，墨守成规之人: one who pays undue attention to book learning and formal rules
predestine,[MEANING 1]vt.预先注定: to determine the fate of in advance
pedestrian,"[MEANING 1]n.行人: a person traveling on foot
[MEANING 2]adj.平庸无奇的，令人厌倦的: causing weariness, restlessness, or lack of interest"
peep,"[MEANING 1]n. 一瞥: a brief and sometimes furtive look
[MEANING 2]n.轻声: a slight sound or utterance"
peer,"[MEANING 1]n.[SYNONYMS]等地位的人，[SYNONYMS]辈: a person who has equal standing with others
[MEANING 2]v.好奇地凝视: to look narrowly or curiously;"
peeve,[MEANING 1]vt.打扰，惹恼: to disturb the peace of mind of (someone) especially by repeated disagreeable acts
pejorative,[MEANING 1]adj.轻蔑的，贬低的: disparaging; belittling
pellucid,"[MEANING 1]adj.透明的: admitting the passage of light
[MEANING 2]adj.清晰明确的，易懂的: transparently clear in style or meaning"
pen,"[MEANING 1]n.监狱: a place of confinement for persons held in lawful custody
[MEANING 2]v.关押，监禁: to close or shut in by or as if by barriers"
penalty,[MEANING 1]n.(对罪行的)处罚: a punishment established by law or authority for a crime or offense
penchant,[MEANING 1]n.强烈嗜好，迷恋: a strong and continued inclination
penitent,[MEANING 1]adj.悔过的: feeling or expressing humble or regretful pain or sorrow for sins or offenses
pensive,"[MEANING 1]adj.沉思的，(尤指)哀思的: given to or marked by long, quiet and often musingly sadthinking"
penury,"[MEANING 1]n.贫穷: extreme dearth; barrenness or insufficiency
[MEANING 2]n.吝啬，节俭: extreme and often niggardly frugality"
perambulate,[MEANING 1]v.徒步穿越，走过: to travel over or through especially on foot for exercise or pleasure
perceptible,[MEANING 1]adj.可察觉的: capable of being perceived especially by the senses
peremptory,"[MEANING 1]adj.不容ANTONYM抗的: not allowing contradiction or refusal; imperative
[MEANING 2]adj.爱发号施令的: fond of ordering people around
[MEANING 3]adj.傲慢的: having a feeling of superiority that shows itself in an overbearing attitude"
perfervid,[MEANING 1]adj.非常热情的: marked by overwrought or exaggerated emotion: excessively fervent
perfidy,[MEANING 1]n.不忠，背信弃义: an act or an instance of disloyalty
perforate,[MEANING 1]v.打孔，穿透: to make a hole through
perfunctory,"[MEANING 1]adj.EXAMPLE行公事的，敷衍的: characterized by routine or superficiality and often done merely as a duty
[MEANING 2]adj.不感兴趣的: lacking in interest or enthusiasm"
perimeter,[MEANING 1]n.边界，界限: the line or relatively narrow space that marks the outer limit of something
periodical,"[MEANING 1]n.期刊: a publication that appears at regular intervals
[MEANING 2]adj.周期性的，有固定间隔的: occurring or recurring at regular intervals"
